,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Balkon Durumu,WC Sayısı,Fiyat Durumu,Price,Location,link,Eşya Durumu,Ada,Parsel,Balkon Sayısı,Balkon Tipi,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
998,17225757,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,35 m²,50 m²,1+1,3,3.Kat,24,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,30.000TL, Kadıköy - Dumlupınar Mahallesi,https://www.emlakjet.com//ilan/nevelli-den-kiptas-torkam-da-kiralik-11-a-tipi-peyzaj-manzarali-17225757/,Boş,,,,,,,,,
999,17225729,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,68 m²,70 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,150 TL,Tapu Kaydı Yok,Hayır,22000 TL,Yok,1,Yok,1,Genel Fiyat,22.000TL, Beyoğlu - Küçük Piyale Mahallesi,https://www.emlakjet.com//ilan/beyoglu-kulaksiz-mah-esyali-21-dogalgazli-aile-apartmani-17225729/,Eşyalı,,,,,Hayır,1 m²,,,
1000,17225666,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,29.000TL, Avcılar - Merkez Mahallesi,https://www.emlakjet.com//ilan/avcilar-merkez-kiralik-esyali-21-teras-yeni-bina-isinma-dahil-17225666/,Eşyalı,,,,,,,,,
1001,17225614,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,21.500TL, Bayrampaşa - Orta Mahallesi,https://www.emlakjet.com//ilan/b-pasa-orta-mah-11-70-m2-ara-kat-esyali-kiralik-daire-17225614/,Boş,,,,,,,,,
1002,17225585,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,58 m²,72 m²,1+1,5-10,6.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,22.500TL, Pendik - Yayalar Mahallesi,https://www.emlakjet.com//ilan/dialog-loca-dan-metronun-yaninda-site-icerisinde-genis-11-17225585/,Boş,,,,,,,,,
1003,17225313,26 Nisan 2025,02 Mayıs 2025,Konut,Kiralık,Daire,110 m²,135 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,49.000TL, Tuzla - Evliya Çelebi Mahallesi,https://www.emlakjet.com//ilan/mercan-park-sitesi-kiralik-31-135-m2-esyali-3e-gayrimenkul-17225313/,Eşyalı,,,,,,,,,
1004,17225308,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,65 m²,90 m²,1+1,21 Ve Üzeri,Bahçe Katı,2,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,140.000TL, Silivri - Semizkumlar Mahallesi,https://www.emlakjet.com//ilan/silivri-altinorak-sitesinde-kiralik-11-daire-17225308/,Eşyalı,,,,,,,,,
1005,17225277,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,150 m²,160 m²,4+1,21 Ve Üzeri,4.Kat,7,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,50.000TL, Şişli - 19 Mayıs Mahallesi,https://www.emlakjet.com//ilan/sisli-19-mayis-da-kiralik-4-katta-41-160-m-daire-17225277/,Boş,,,,,,,,,
1006,17225270,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,16-20,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,27.000TL, Şişli - 19 Mayıs Mahallesi,https://www.emlakjet.com//ilan/sisli-19-mayis-ali-karanfil-de-kiralik-21-75-m-bos-daire-17225270/,Boş,,,,,,,,,
1007,17225195,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,15.000TL, Zeytinburnu - Seyitnizam Mahallesi,https://www.emlakjet.com//ilan/seyitnizam-da-21-teras-kat-ta-kiralik-daire-17225195/,Boş,,,,,,,,,
1008,17225128,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,16.000TL, Sultangazi - Yunus Emre Mahallesi,https://www.emlakjet.com//ilan/brn-celik-insaat-tan-yunus-emre-mah-3-kat-21-90m2-beyaz-esyali-17225128/,Boş,,,,,,,,,
1009,17225103,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,16-20,12.Kat,12,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,27.500TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/soyak-olimpiakent-12-bolge-60m2-esyali-kiralik-daire-17225103/,Eşyalı,,,,,,,,,
1010,17225064,26 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,220 m²,280 m²,3+1,11-15,7.Kat,15,Merkezi (Pay Ölçer),Kiracı Oturuyor,İkinci El,Betonarme,12000 TL,Kat Mülkiyeti,Evet,200000 TL,Var,2,Var,2,Genel Fiyat,100.000TL, Kartal - Kordonboyu Mahallesi,https://www.emlakjet.com//ilan/dap-royal-towers-da-deniz-manzarali-4-balkonlu-280m2-kiralik-31-17225064/,Boş,10146,5,1,Açık Balkon,Hayır,5 m²,5 m²,70 m²,3 m²
1011,17225012,26 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,55 m²,68 m²,1+1,5-10,4.Kat,5,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,2700 TL,Kat Mülkiyeti,Evet,20000 TL,Var,1,Var,1,Genel Fiyat,20.000TL, Sultanbeyli - Hasanpaşa Mahallesi,https://www.emlakjet.com//ilan/by-concept-de-peyzaj-cephe-buyuk-tip-balkonlu-4-kat-kiralik-11-17225012/,Boş,7457,2,1,Açık Balkon,Hayır,5 m²,5 m²,17 m²,3 m²
1012,17224889,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,4,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,18.000TL, Arnavutköy - Anadolu Mahallesi,https://www.emlakjet.com//ilan/anadolu-mahallesinde-kiralik-dublex-daire-17224889/,Boş,,,,,,,,,
1013,17224832,26 Nisan 2025,03 Mayıs 2025,Konut,Kiralık,Daire,130 m²,140 m²,2+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,,,120 TL,Hisseli Tapu,Hayır,18000 TL,,1,Var,,Birim Fiyat,18.000TL, Bağcılar - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-17224832/,,698,7,1,Açık Balkon,,,,,
1014,17224801,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,60.000TL, Bahçelievler - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-merkez-mah-bahcelinizam-buyuk-m2-31-kiralik-daire-17224801/,Boş,,,,,,,,,
1015,17224799,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,4,11.Kat,17,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,45.000TL, Zeytinburnu - Maltepe Mahallesi,https://www.emlakjet.com//ilan/nef-inistanbul-havuz-cepheli-buyuk-m2-full-esyali-21-kiralik-17224799/,Eşyalı,,,,,,,,,
1016,17224797,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,74 m²,84 m²,2+1,11-15,7.Kat,9,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,25.000TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/atakent-acelya-sitesi-21-84-m2-temiz-manzarali-kiralik-daire-17224797/,Boş,,,,,,,,,
1017,17224764,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,100 m²,136 m²,2+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,,,,Tapu Kaydı Yok,Evet,,Yok,2,,,Genel Fiyat,45.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/vadi-evleri-1-etap-136m2-kiralik-21-bahceli-daire-45-000-tl-17224764/,Boş,,,,,,,,,
1018,17224702,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,Yok,1,,,Genel Fiyat,20.500TL, Kartal - Yunus Mahallesi,https://www.emlakjet.com//ilan/topselvi-de-kiralik-21-daire-17224702/,Boş,,,,,,,,,
1019,17224669,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,124 m²,135 m²,3+1,5-10,2.Kat,12,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,31.000TL, Tuzla - Aydınlı Mahallesi,https://www.emlakjet.com//ilan/tuzla-emlak-konutlari-2-etap-31-124m2-kiralik-arakat-daire-17224669/,Boş,,,,,,,,,
1020,17224665,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,96 m²,126 m²,2.5+1,5-10,15.Kat,18,Merkezi (Pay Ölçer),Kiracı Oturuyor,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,32.000TL, Tuzla - Aydınlı Mahallesi,https://www.emlakjet.com//ilan/ella-dan-lokum-manzarada-21-full-esyali-kiralik-daire-17224665/,Eşyalı,,,,,,,,,
1021,17224662,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,115 m²,135 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,24.000TL, Tuzla - Yayla Mahallesi,https://www.emlakjet.com//ilan/ella-dan-yayla-mahallesi-genis-31-kiralik-daire-17224662/,Boş,,,,,,,,,
1022,17224626,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,200 m²,220 m²,3+2,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,90.000TL, Üsküdar - Aziz Mahmut Hüdayi Mahallesi,https://www.emlakjet.com//ilan/yeni-binada-32-net-210m2-deniz-manzarali-luks-kiralik-konut-17224626/,Boş,,,,,,,,,
1023,17224592,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,1,2.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,35.000TL, Beylikdüzü - Sahil Mahallesi,https://www.emlakjet.com//ilan/deniz-manzarali-palm-marin-kiralik-esyasiz-21-17224592/,Boş,,,,,,,,,
1024,17224574,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,45.000TL, Beşiktaş - Ortaköy Mahallesi,https://www.emlakjet.com//ilan/ortakoy-merkezde-dublex-11-esyali-kiralik-daire-17224574/,Eşyalı,,,,,,,,,
1025,17224530,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,17.500TL, Gaziosmanpaşa - Sarıgöl Mahallesi,https://www.emlakjet.com//ilan/feyzev-den-gaziosmanpasa-merkeze-yurume-mesafesinde-21-arakat-17224530/,Boş,,,,,,,,,
1026,17224520,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,180 m²,220 m²,3+1,11-15,17.Kat,18,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,200.000TL, Ataşehir - Barbaros Mahallesi,https://www.emlakjet.com//ilan/atasehir-deluxia-emsalsiz-ozel-dekor-ve-esyali-dubleks-ofis-17224520/,Eşyalı,,,,,,,,,
1027,17224518,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,30 m²,40 m²,Stüdyo,5-10,11.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,28.000TL, Ataşehir - Küçükbakkalköy Mahallesi,https://www.emlakjet.com//ilan/atasehir-brandium-yuksek-kat-full-esyali-10-kiralik-studyo-17224518/,Eşyalı,,,,,,,,,
1028,17224436,26 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,4,1.Kat,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,750 TL,Kat Mülkiyeti,Hayır,60000 TL,Yok,1,Var,1,Genel Fiyat,30.000TL, Büyükçekmece - Atatürk Mahallesi,https://www.emlakjet.com//ilan/buyukcekmece-ataturk-mah-sifir-luks-butik-sitede-kiralik-21-daire-17224436/,Boş,744,5,1,Açık Balkon,Hayır,6 m²,6 m²,30 m²,6 m²
1029,17224350,26 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Kiracı Oturuyor,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,22.500TL, Şişli - Fulya Mahallesi,https://www.emlakjet.com//ilan/akkaya-emlaktan-aysecik-sokak-ta-kiralik-daire-17224350/,Boş,,,,,,,,,
1030,17224338,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,15.999TL, Küçükçekmece - Halkalı Merkez Mahallesi,https://www.emlakjet.com//ilan/marmaray-a-5-dakika-31-kiralik-daire-17224338/,Boş,,,,,,,,,
1031,17224321,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,5-10,Çatı Katı,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,50000 TL,,1,Yok,,Genel Fiyat,25.000TL, Kağıthane - Yahya Kemal Mahallesi,https://www.emlakjet.com//ilan/sahibinden-esyali-kiralik-daire-17224321/,Eşyalı,6553,20,,,Evet,,,50 m²,
1032,17224276,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,,,Kooperatiften Tapu,Evet,,Yok,1,,,Genel Fiyat,16.500TL, Maltepe - Zümrütevler Mahallesi,https://www.emlakjet.com//ilan/zumrutevler-palmiye-sitesinde-kombili-kullanisli-giris-kat-21-17224276/,Boş,,,,,,,,,
1033,17223996,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,15.000TL, Büyükçekmece - Pınartepe Mahallesi,https://www.emlakjet.com//ilan/kiralik-11-daire-pinartepe-mah-17223996/,Boş,,,,,,,,,
1034,17223861,26 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,90 m²,105 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,31000 TL,,1,Var,,Genel Fiyat,31.000TL, Eyüpsultan - İslambey Mahallesi,https://www.emlakjet.com//ilan/aydin-team-den-eyupsultan-carsi-icinde-31-105m2-kiralik-daire-17223861/,Boş,59,3,,,,,,,
1035,17223553,26 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,5-10,24.Kat,25,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,14.000TL, Esenyurt - Sultaniye Mahallesi,https://www.emlakjet.com//ilan/ercin-yapi-dan-11-ful-esyali-75m2-acil-kiralik-daire-17223553/,,1440,14,,,,,,,
1036,17223488,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,32.000TL, Üsküdar - Sultantepe Mahallesi,https://www.emlakjet.com//ilan/parlak-tan-nezih-konumda-31-130-m2-genis-ferah-ara-kat-daire-17223488/,,519,86,,,,,,,
1037,17223453,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,16000 TL,,1,,,Genel Fiyat,16.500TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-zafer-mh-21-bahce-kati-17223453/,,,,,,,,,,
1038,17223429,26 Nisan 2025,01 Mayıs 2025,Konut,Kiralık,Daire,69 m²,70 m²,2+1,21 Ve Üzeri,Yüksek Giriş,6,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,12000 TL,,1,,,Genel Fiyat,12.000TL, Esenler - Nine Hatun Mahallesi,https://www.emlakjet.com//ilan/avrupa-emlak-tan-ninehatun-mh-70m-21-yuksek-giris-arka-cepheye-bakmakta-kombili-sabit-gelirlilere-17223429/,,770,16,,,,,,,
1039,17223221,26 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,250 m²,260 m²,4+2,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,2,,,Genel Fiyat,30.000TL, Pendik - Esenyalı Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-dubleks-pendik-esenyali-mahallesi-17223221/,,5240,10,,,,,,,
1040,17223098,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,54 m²,68 m²,1+1,5-10,6.Kat,7,Merkezi (Pay Ölçer),Kiracı Oturuyor,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,23.000TL, Sultanbeyli - Adil Mahallesi,https://www.emlakjet.com//ilan/liva-satis-ofisi-remax-prof-sezai-topkaya-kiralik-11-gol-balkon-17223098/,Boş,,,,,,,,,
1041,17223088,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,6.Kat,8,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,24.000TL, Çekmeköy - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/grand-alperenler-sitesinde-21-balkonlu-ebvyn-banyolu-daire-17223088/,Boş,,,,,,,,,
1042,17223086,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,35 m²,45 m²,Stüdyo,5-10,7.Kat,8,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,19.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/grand-elit-grand-palas-da-full-esyali-klimali-kiralik-daire-17223086/,Eşyalı,,,,,,,,,
1043,17223071,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,16-20,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,13.000TL, Tuzla - Aydıntepe Mahallesi,https://www.emlakjet.com//ilan/tuzla-aydintepe-21-kiralik-giris-kat-daire-17223071/,,8728,4,,,,,,,
1044,17223034,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,11-15,8.Kat,12,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,28.000TL, Başakşehir - Başakşehir Mahallesi,https://www.emlakjet.com//ilan/basaksehir-cam-ve-sakura-hastanesi-yakininda-21-kiralik-daire-17223034/,Boş,,,,,,,,,
1045,17222829,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,Yok,2,,2,Genel Fiyat,65.000TL, Beyoğlu - Ömer Avni Mahallesi,https://www.emlakjet.com//ilan/gumussuyu-nda-tarihi-yarim-ada-ve-bogaz-manzarali-muhtesem-daire-17222829/,,1486,24,,,Hayır,,,,
1046,17222752,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,120 m²,136 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,,,Müstakil Tapulu,Hayır,,Yok,1,,,Genel Fiyat,21.000TL, Pendik - Ahmet Yesevi Mahallesi,https://www.emlakjet.com//ilan/pendik-a-yesevi-mah-kralik-31-17222752/,Boş,,,,,,,,,
1047,17222748,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,11-15,Kot 1 (-1).Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,15.000TL, Pendik - Orhangazi Mahallesi,https://www.emlakjet.com//ilan/kiralik-21-bekara-uygun-daire-17222748/,Boş,,,,,,,,,
1048,17222746,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,30.000TL, Pendik - Güzelyalı Mahallesi,https://www.emlakjet.com//ilan/130m2-kiralik-31-daire-pendik-asansorlu-17222746/,Boş,,,,,,,,,
1049,17222739,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,110 m²,140 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,21.500TL, Pendik - Fatih Mahallesi,https://www.emlakjet.com//ilan/pendik-a-yesevi-mah-kralik-31-17222739/,Boş,,,,,,,,,
1050,17222598,26 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,75 TL,Kat İrtifakı,Hayır,16500 TL,Yok,1,Var,1,Genel Fiyat,16.500TL, Sultangazi - Esentepe Mahallesi,https://www.emlakjet.com//ilan/sahibinden-kiralik-daire-17222598/,Boş,2720,5,1,Kapalı Balkon,,4 m²,4 m²,,
1051,17222577,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,,,,Müstakil Tapulu,Hayır,,Yok,1,,,Genel Fiyat,29.000TL, Ümraniye - Çamlık Mahallesi,https://www.emlakjet.com//ilan/garanti-den-31-arakat-bakimli-boyali-asansorlu-kiralik-17222577/,Boş,,,,,,,,,
1052,17222570,26 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,500 TL,Kat Mülkiyeti,Hayır,40000 TL,Yok,1,Yok,1,Genel Fiyat,40.000TL, Sarıyer - Yeniköy Mahallesi,https://www.emlakjet.com//ilan/yenikoy-sirtlarinda-21-manzarali-otoparkli-kombili-giris-kati-daire-17222570/,Boş,372,84,,,Hayır,,,,
1053,17222355,26 Nisan 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Sıfır,Betonarme,100 TL,Kat İrtifakı,Hayır,25000 TL,Yok,1,Var,1,Genel Fiyat,25.000TL, Sultanbeyli - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/sultanbeyli-mimar-sinan-cadde-uzeri-21-90m2-kiralik-daire-17222355/,Boş,5474,3,2,Açık Balkon,Evet,,,,
1054,17222311,26 Nisan 2025,01 Mayıs 2025,Konut,Kiralık,Daire,150 m²,257 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,45000 TL,,1,,,Genel Fiyat,45.000TL, Sarıyer - Yeniköy Mahallesi,https://www.emlakjet.com//ilan/cok-iyi-konumda-31-bahceli-mustakil-daire-17222311/,,360,51,,,,,,,
1055,17222224,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,17.000TL, Fatih - Karagümrük Mahallesi,https://www.emlakjet.com//ilan/fevzipasa-caddesi-arkasi-21-1-kat-kiralik-daire-17222224/,Boş,,,,,,,,,
1056,17222218,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,30500 TL,Var,1,Yok,1,Genel Fiyat,27.500TL, Kadıköy - Osmanağa Mahallesi,https://www.emlakjet.com//ilan/kadikoy-altiyol-da-ozel-tasarim-4-kat-esyali-11-kombili-kiralik-daire-firsati-17222218/,Eşyalı,42,19,,,Evet,5 m²,,20 m²,5 m²
1057,17222210,26 Nisan 2025,26 Nisan 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,38.000TL, Küçükçekmece - Cennet Mahallesi,https://www.emlakjet.com//ilan/baris-tan-cennet-mahallesinde-gol-manzarasli-160-m2-luks-daire-17222210/,,,6032,,,,,,,
